srcStateName,srcYear,Crime head IPC ( Indian Penal Code ) Category,Crime head IPC ( Indian Penal Code ) Sub-category,Incidence of IPC ( Indian Penal Code ) crimes,Victims of IPC ( Indian Penal Code ) crimes,IPC ( Indian Penal Code ) Crime Rate per lakh person,YearCode,Year
Jharkhand,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",8,8,0.044296788482835,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),1712,1714,4.6,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences affecting the Human Body,Offences Affecting the Human Body (Total),20287,21068,54.8,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences affecting the Human Body,Rape (Sec.376 IPC),1090,1098,6.03543743078627,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),7,7,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),85,85,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),38,38,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,165,176,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),1714,1742,4.6,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),353,353,1,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),152,157,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Dacoity |Dacoity (Total),152,157,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),330,330,0.9,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),587,621,1.6,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),17,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Offences against Property (Total),12511,12610,33.8,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Robbery (Sec.392/394/397 IPC),557,576,1.5,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,5021,5023,13.6,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,3741,3769,10.0971659919028,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Property,Theft (Section 379 IPC) |Theft (Total),8762,8792,23.7,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Offences against Public Tranquillity (Total),1870,1961,5,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),6,6,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),7,7,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,24,24,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,92,92,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,12,12,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,135,135,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,11,11,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian,37,55,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,2,2,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,4,4,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,3,3,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,148,165,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,185,198,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,2,8,0,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018,Offences against Property,Offences against Property (Total),42419,42549,52.1,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,25,25,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Meghalaya,2018,Offences against Property,Theft (Section 379 IPC) |Theft (Total),671,683,21,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,1102,1220,3,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),1782,1954,4.8,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",81,,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against State,Offences against State |Offences against the State (Total),20,20,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",2,2,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Offences against State,Offences against State |Sedition (Sec.124A IPC),18,18,0,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Other IPC Crimes,Other IPC Crimes,3390,4253,9.2,2018,"Calendar Year (Jan - Dec), 2018"
Jharkhand,2018,Total Cognizable IPC crimes,Total Cognizable IPC crimes,45287,47534,122.2,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",338,356,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),3,3,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),2527,2617,3.9,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),1590,1636,2.4,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),2053,2075,6.36391816491011,2018,"Calendar Year (Jan - Dec), 2018"
Madhya Pradesh,2018,Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",721,744,0.9,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),250,251,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),138,141,0.427774333539988,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),40606,61390,62,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),6,30,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),453,517,0.7,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),476,484,0.7,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),7,7,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),888,902,1.4,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),204,224,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),5147,6510,7.9,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),11777,20758,18,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |Rash Driving on Public way (Total),31664,52138,48.4,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Rash Driving on Public way |C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),14740,24870,22.5,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),8,8,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),2,2,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),32,32,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),30,30,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",5592,5733,8.5,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",352,384,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud (Total)",6691,6876,10.2,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |Fraud (Sec.420 r/w Sec.465,468-471 IPC/IT Act)",747,759,1.1,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |a) Bank",112,112,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |b) ATMs",38,39,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |c) Credit Card/Debit Card",67,67,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |d) Other Frauds",530,541,0.8,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),6723,6908,10.3,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),595,643,0.9,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women (Sec.354 IPC),3395,3493,10.5238685678859,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women with Intent to Outrage her Modesty (Sec.354 IPC) (Total),5204,5342,16.1314321140732,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),983,1014,3.04711717296962,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |Sexual Harassment (Sec.354A IPC) (Total),640,649,1.98388096714197,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |a) at Work or Office Premises,89,89,0.27588344699318,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |b) In Public Transport System,64,67,0.198388096714197,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |c) In Shelter Homes for women and Children,25,25,0.0774953502789833,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |d) Other Places,462,468,1.43211407315561,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Stalking (Sec.354D IPC),148,148,0.458772473651581,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Voyeurism (Sec.354C IPC),38,38,0.117792932424055,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),2638,3282,4,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),10,10,0.0309981401115933,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),175,0,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),28,49,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Causing Death by Negligence (Sec.304-A IPC) (Total),10528,11562,16.1,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Medical Negligence,4,4,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence of Civic Bodies,5,5,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Rail Accidents,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |A) Hit and Run,976,1081,1.5,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |B) Other Accidents (other than Hit and Run),9150,9933,14,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |Deaths due to Negligence relating to Road Accidents (Total),10126,11014,15.5,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to other Negligence,393,539,0.6,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),86,121,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),200,202,0.619962802231866,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Exploitation of Trafficked Person 370A IPC),4,45,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Human Trafficking (U/S 370),27,129,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |A) Voluntarily causing grievous hurt (Sec.325 IPC),187,227,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),1098,1245,1.7,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |C) Acid Attack (Sec.326A IPC),7,8,0,2018,"Calendar Year (Jan - Dec), 2018"
Karnataka,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |D) Attempt to Acid Attack (Sec.326B IPC),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
