srcStateName,srcYear,Crime head Special & Local Laws (SLL) Category,Crime head Special & Local Laws (SLL) Sub-category,Incidence of Special & Local Laws (SLL) crimes,Victims of Special & Local Laws (SLL) crimes,Special & Local Laws (SLL) Crime Rate,YearCode,Year
Chandigarh,2018,Arms/Explosive - Related Acts,"The Explosive Substances Act, 1884 & 1908",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Arms/Explosive - Related Acts,"The Explosives Act, 1984",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Children Related - Acts,Children Related – Acts (Total),4,4,1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Children Related - Acts,"The Child Labour Prohibition & Regulation Act, 1986",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Children Related - Acts,"The Juvenile Justice Care and Protection of Children Act, 2000 & 2015",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Children Related - Acts,"The Medical Termination of Pregnancy Act, 1971",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Children Related - Acts,"The Pre-Natal Diagnostic Techniques Reg and Prev of Misuse Act, 1994",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Children Related - Acts,"The Prohibition of Child Marriage Act, 2006",2,2,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Children Related - Acts,"The Protection of Children from Sexual Offences Act, 2012",2,2,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Crime Against Women - Related Acts,Crime Against Women – Related Acts (Total),4,4,0.754716981132076,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Crime Against Women - Related Acts,"The Dowry Prohibition Act, 1961",1,1,0.188679245283019,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Crime Against Women - Related Acts,"The Immoral Traffic Prevention Act, 1956",3,3,0.566037735849057,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Crime Against Women - Related Acts,"The Indecent Representation of Women Prohibition Act, 2012",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Crime Against Women - Related Acts,"The Protection of Women from Domestic Violence Act, 2005",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,Environment & Pollution– Related Acts (Total),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,Noise Pollution Acts,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,The Air & The Water Prevention & Control of Pollution Act,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,"The Cigarette and Other Tobacco Products Act, 2003",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,"The Environmental Protection Act, 1986",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,"The Forest Act, 1927 & The Forest Conservation Act, 1980",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,"The National Green Tribunal Act, 2010",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Environment & Pollution - Related Acts,"The Wildlife Protection Act, 1972",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Finance & Economic Acts,Finance & Economic Acts (Total),1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Finance & Economic Acts,"Prevention of Corruption Act, 1988",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Finance & Economic Acts,"The Chit Funds Acts, 1982",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Manipur,2020,Total Cognizable SLL Crimes,,637,114,20.3,2020,"Calendar Year (Jan - Dec), 2020"
Chandigarh,2018,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Assam,2019,Arms/Explosive - Related Acts,"The Explosives Act, 1984_",11,,0,2019,"Calendar Year (Jan - Dec), 2019"
Chandigarh,2018,Foreigner & Passport - Related Acts,Foreigner & Passport – Related Acts (Total),4,,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Foreigner & Passport - Related Acts,"The Citizenship Act, 1955",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Foreigner & Passport - Related Acts,"The Emigration Act, 1983",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Foreigner & Passport - Related Acts,"The Passport Act, 1967",1,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Foreigner & Passport - Related Acts,"The Registration of Foreigners Act,1939 & The Foreigners Act, 1946",2,,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),2,2,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",1,1,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",1,1,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Liquor & Narcotic Drugs - Related Acts,Liquor & Narcotic Drugs – Related Acts (Total),221,,18.9,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Liquor & Narcotic Drugs - Related Acts,Prohibition Act (State),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Liquor & Narcotic Drugs - Related Acts,"The Excise Act, 1944",43,,3.7,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|The NDPS Act, 1985 (Total)",178,,15.2,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|a) Possession of drugs for Personal use/Consumption",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Liquor & Narcotic Drugs - Related Acts,"The Narcotic Drugs & Psychotropic Substances Act, 1985|b) Possession of drugs for Trafficking",178,,15.2,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Offences against State - Related Acts,Offences against State - Related Acts (Total),1,,0.0854700854700855,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Offences against State - Related Acts,"The Official Secrets Act, 1923",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Other Regulatory & Enforcement - Acts,City/Town Police Acts,35,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Offences against State - Related Acts,"The Prevention of Damage to Public Property Act, 1984",1,0,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Offences against State - Related Acts,"The Unlawful Activities P Act, 1967",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,City/Town Police Acts,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,Defacement of Public Property Acts,6,,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,MACOCA/ Control of Organised Crimes,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,Motor Vehicle Act,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,Other Regulatory & Enforcement – Acts (Total),2641,0,225.7,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,Other State Local Acts,2516,,215,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,"The Antiques and Art Treasures Act, 1972",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,"The Bonded Labour System Abolition Act|The Bonded Labour System Abolition Act, 1976 (Total)",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|a) Against SC,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|b) Against ST,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,The Bonded Labour System Abolition Act|c) Against others,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,"The Electricity Act, 2003",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,The Gambling Act,125,,10.7,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,"The Mental Health Act, 1987",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,"The Prevention of Insults to National Honour Act, 1971",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,"The Representation of the People Act, 1951",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other Regulatory & Enforcement - Acts,"The Transplantation of Human Organs Act, 1994",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Other SLL Crimes,Other SLL Crimes,0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Railways - Related Acts,Railways – Related Acts (Total),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Railways - Related Acts,"The Indian Railways Act, 1989",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Railways - Related Acts,"The Railway Property Unlawful Possession Act, 1966",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Schedule Castes and Scheduled Tribes - Related Acts,Scheduled Castes and Scheduled Tribes – Related Acts (Total),0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Schedule Castes and Scheduled Tribes - Related Acts,"The Protection of Civil Rights Act, 1955 against SCs",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Telegraph / Cinematograph Acts,Telegraph/ Cinematograph Acts (Total),1,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Schedule Castes and Scheduled Tribes - Related Acts,"The SC/ST Prevention of Atrocities Act, 1989 against SCs",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Telegraph / Cinematograph Acts,Telegraph/ Cinematograph Acts (Total),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Telegraph / Cinematograph Acts,"The Cable Television Networks Regulation Act, 1955",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Telegraph / Cinematograph Acts,"The Cinematograph Act, 1952",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Telegraph / Cinematograph Acts,"The Indian Telegraph Act, 1988",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Telegraph / Cinematograph Acts,"The Telegraph Wire Unlawful Possession Act, 1950",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chandigarh,2018,Total Cognizable SLL Crimes,Total Cognizable SLL Crimes,2895,10,247.4,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,Arms/Explosive - Related Acts (Total),1291,,4.5,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 | a) Legal/ Licensed Arms",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 |Fire Arms",123,,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 |The Arms Act, 1959 (Total)",1074,,3.8,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959 |b) Illegal/ Unlicensed Arms",123,,0.4,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,"The Arms Act, 1959|Other Arms",951,,3.3,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,"The Explosive Substances Act, 1884 & 1908",78,,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Arms/Explosive - Related Acts,"The Explosives Act, 1984",139,,0.5,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Children Related - Acts,Children Related – Acts (Total),1818,1833,18.089552238806,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Children Related - Acts,"The Child Labour Prohibition & Regulation Act, 1986",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Children Related - Acts,"The Juvenile Justice Care and Protection of Children Act, 2000 & 2015",4,4,0.0398009950248756,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Children Related - Acts,"The Medical Termination of Pregnancy Act, 1971",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Children Related - Acts,"The Pre-Natal Diagnostic Techniques Reg and Prev of Misuse Act, 1994",0,0,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Children Related - Acts,"The Prohibition of Child Marriage Act, 2006",2,2,0.0199004975124378,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Children Related - Acts,"The Protection of Children from Sexual Offences Act, 2012",1812,1827,18.0298507462687,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Crime Against Women - Related Acts,Crime Against Women – Related Acts (Total),41,85,0.288935870331219,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Crime Against Women - Related Acts,"The Dowry Prohibition Act, 1961",18,18,0.126849894291755,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Crime Against Women - Related Acts,"The Immoral Traffic Prevention Act, 1956",21,65,0.147991543340381,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Crime Against Women - Related Acts,"The Indecent Representation of Women Prohibition Act, 2012",1,1,0.00704721634954193,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Crime Against Women - Related Acts,"The Protection of Women from Domestic Violence Act, 2005",1,1,0.00704721634954193,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,Environment & Pollution– Related Acts (Total),54,,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,Noise Pollution Acts,18,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,The Air & The Water Prevention & Control of Pollution Act,0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,"The Cigarette and Other Tobacco Products Act, 2003",27,,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,"The Environmental Protection Act, 1986",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,"The Forest Act, 1927 & The Forest Conservation Act, 1980",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,"The National Green Tribunal Act, 2010",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Environment & Pollution - Related Acts,"The Wildlife Protection Act, 1972",9,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Finance & Economic Acts,Finance & Economic Acts (Total),7,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Finance & Economic Acts,"Prevention of Corruption Act, 1988",2,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Finance & Economic Acts,"The Benami Transaction Prohibition Act, 1988 & 2016",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Finance & Economic Acts,"The Chit Funds Acts, 1982",5,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Finance & Economic Acts,"The Lotteries Regulation Act, 1998",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Finance & Economic Acts,"The Mines and Minerals Development and Regulation Act, 1957",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Finance & Economic Acts,"The Negotiable Instruments Act, 1881",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,"Food, Drugs and Essential Commodities Acts","Food, Drugs and Essential Commodities Acts (Total)",49,,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,"Food, Drugs and Essential Commodities Acts","The Essential Commodities Act, 1955",47,,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,"Food, Drugs and Essential Commodities Acts","The Food Safety & Standards Act, 2006",2,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,"Food, Drugs and Essential Commodities Acts","The Prevention of Food Adulteration Act, 1954",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Foreigner & Passport - Related Acts,Foreigner & Passport – Related Acts (Total),0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Foreigner & Passport - Related Acts,"The Citizenship Act, 1955",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Foreigner & Passport - Related Acts,"The Emigration Act, 1983",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Foreigner & Passport - Related Acts,"The Passport Act, 1967",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Foreigner & Passport - Related Acts,"The Registration of Foreigners Act,1939 & The Foreigners Act, 1946",0,,0,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Information Technology/Intellectual Property - Related Acts,Information Technology/ Intellectual Property – Related Acts (Total),84,84,0.3,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Information Technology/Intellectual Property - Related Acts,"The Copy Right Act, 1957",18,18,0.1,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Information Technology/Intellectual Property - Related Acts,"The Information Technology Act, 2000",65,65,0.2,2018,"Calendar Year (Jan - Dec), 2018"
Chhattisgarh,2018,Information Technology/Intellectual Property - Related Acts,"The Trade Marks Act, 1999",1,1,0,2018,"Calendar Year (Jan - Dec), 2018"
